"TIME","GEO","WAT_PROC","WAT_SRC","UNIT","Value","Flag and Footnotes"
"2008","Cyprus","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","111",""
"2008","Cyprus","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Cyprus","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","155.8",""
"2008","Latvia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","228.83",""
"2008","Latvia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","103.96",""
"2008","Latvia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","38.51",""
"2008","Latvia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","23.02",""
"2008","Latvia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","227.92000000000002",""
"2008","Lithuania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","2,265.1",""
"2008","Lithuania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","138.1",""
"2008","Lithuania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","81.2",""
"2008","Lithuania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","30.5",""
"2008","Lithuania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","2,255.3",""
"2008","Luxembourg","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Luxembourg","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Luxembourg","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Luxembourg","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Luxembourg","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","Hungary","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","5,431.6",""
"2008","Hungary","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","640.7",""
"2008","Hungary","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","334.3",""
"2008","Hungary","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","81.4",""
"2008","Hungary","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,431.7",""
"2008","Malta","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","35.83",""
"2008","Malta","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","14.08",""
"2008","Malta","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","19.25",""
"2008","Malta","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1",""
"2008","Malta","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","35.83",""
"2008","Netherlands","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","10,709",""
"2008","Netherlands","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,252",""
"2008","Netherlands","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","71.7",""
"2008","Netherlands","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","3,205.6",""
"2008","Netherlands","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,709",""
"2008","Austria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Austria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","607.9",""
"2008","Austria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Austria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,657.1",""
"2008","Austria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","Poland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","11,364.9",""
"2008","Poland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","2,103.5",""
"2008","Poland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,148.9",""
"2008","Poland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","463.5",""
"2008","Poland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,455.7",""
"2008","Portugal","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Portugal","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","906.5",""
"2008","Portugal","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Portugal","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Portugal","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Romania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","7,220",""
"2008","Romania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,546",""
"2008","Romania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,078",""
"2008","Romania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,067",""
"2008","Romania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","7,220",""
"2008","Slovenia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,040",""
"2008","Slovenia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","166.7",""
"2008","Slovenia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","2.3",""
"2008","Slovenia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","48.1",""
"2008","Slovenia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,035.5",""
"2008","Slovakia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","663.7",""
"2008","Slovakia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","319.2",""
"2008","Slovakia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","17.1",""
"2008","Slovakia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","286.9",""
"2008","Slovakia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","54.7",""
"2008","Finland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Finland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Finland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Finland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Finland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Sweden","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Sweden","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Sweden","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Sweden","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Sweden","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","United Kingdom","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","8,346.9",""
"2008","United Kingdom","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,928.1",""
"2008","United Kingdom","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,110.9",""
"2008","United Kingdom","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,093.3",""
"2008","United Kingdom","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","8,346.9",""
"2008","England and Wales","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","England and Wales","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","England and Wales","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","England and Wales","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","England and Wales","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Iceland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Iceland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Iceland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Iceland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Iceland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Norway","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Norway","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","825",""
"2008","Norway","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Norway","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,132.3","e"
"2008","Norway","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","Switzerland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Switzerland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","980","d"
"2008","Switzerland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Switzerland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Switzerland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","Former Yugoslav Republic of Macedonia, the","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","715.8",""
"2008","Former Yugoslav Republic of Macedonia, the","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","230.9",""
"2008","Former Yugoslav Republic of Macedonia, the","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Former Yugoslav Republic of Macedonia, the","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","196.4",""
"2008","Former Yugoslav Republic of Macedonia, the","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","715.8",""
"2008","Albania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Albania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Albania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Albania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Albania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2008","Serbia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","4,013.7",""
"2008","Serbia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","690.8",""
"2008","Serbia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","82.7",""
"2008","Serbia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","108.6",""
"2008","Serbia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","4,013.7",""
"2008","Turkey","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","42,008.3","e"
"2008","Turkey","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,768.1","d"
"2008","Turkey","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","33,768","d"
"2008","Turkey","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","658","d"
"2008","Turkey","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","42,008.3",""
"2008","Bosnia and Herzegovina","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","363.91",""
"2008","Bosnia and Herzegovina","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","335.56",""
"2008","Bosnia and Herzegovina","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1.9",""
"2008","Bosnia and Herzegovina","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Bosnia and Herzegovina","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","335.6",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Belgium","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,005.4",""
"2009","Belgium","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","706.6",""
"2009","Belgium","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","40.2",""
"2009","Belgium","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,089.4",""
"2009","Belgium","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","5,966.2",""
"2009","Bulgaria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,120.73",""
"2009","Bulgaria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","978.36",""
"2009","Bulgaria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","996.27",""
"2009","Bulgaria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","164.5",""
"2009","Bulgaria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","6,115.16",""
"2009","Czech Republic","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,947.2",""
"2009","Czech Republic","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","672.1",""
"2009","Czech Republic","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","40.3",""
"2009","Czech Republic","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","253.3",""
"2009","Czech Republic","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,947.2",""
"2009","Denmark","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","659.7",""
"2009","Denmark","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","384.9",""
"2009","Denmark","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","238",""
"2009","Denmark","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","33.1",""
"2009","Denmark","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2009","Estonia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,388",""
"2009","Estonia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","63",""
"2009","Estonia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","4.4",""
"2009","Estonia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","21",""
"2009","Estonia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,116.8",""
"2009","Ireland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","757",""
"2009","Ireland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","680",""
"2009","Ireland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Ireland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Ireland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","757",""
"2009","Greece","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Greece","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Greece","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Greece","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Greece","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Spain","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","36,122",""
"2009","Spain","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,450",""
"2009","Spain","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","23,970",""
"2009","Spain","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","507",""
"2009","Spain","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","36,122",""
"2009","France","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","29,585.29","d"
"2009","France","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,645.19","d"
"2009","France","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","3,144.93","d"
"2009","France","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","2,810.02","d"
"2009","France","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","29,585.29",""
"2009","Croatia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","689.85",""
"2009","Croatia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","533.77",""
"2009","Croatia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","10.6",""
"2009","Croatia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","33.19",""
"2009","Croatia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","689.85",""
"2009","Italy","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Italy","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Italy","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Italy","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Italy","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Cyprus","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","184.3",""
"2009","Cyprus","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","36.6",""
"2009","Cyprus","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","141",""
"2009","Cyprus","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Cyprus","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","177.6",""
"2009","Latvia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","394.91",""
"2009","Latvia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","154.72",""
"2009","Latvia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","110.97",""
"2009","Latvia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","19.87",""
"2009","Latvia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","394.91999999999996",""
"2009","Lithuania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","2,411.9",""
"2009","Lithuania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","129.9",""
"2009","Lithuania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","79.3",""
"2009","Lithuania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","25.6",""
"2009","Lithuania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","2,391.2",""
"2009","Luxembourg","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","47",""
"2009","Luxembourg","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","43",""
"2009","Luxembourg","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Luxembourg","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Luxembourg","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","47",""
"2009","Hungary","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,342.1",""
"2009","Hungary","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","632.5",""
"2009","Hungary","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","385.6",""
"2009","Hungary","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","71.2",""
"2009","Hungary","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","6,342.1",""
"2009","Malta","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","31.72",""
"2009","Malta","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","12.68",""
"2009","Malta","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","16.54",""
"2009","Malta","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1",""
"2009","Malta","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","31.72",""
"2009","Netherlands","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","11,398.3",""
"2009","Netherlands","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,235",""
"2009","Netherlands","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","92.9",""
"2009","Netherlands","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","3,561.6",""
"2009","Netherlands","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","11,398.3",""
"2009","Austria","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Austria","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Austria","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Austria","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Austria","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2009","Poland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","11,517.3",""
"2009","Poland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","2,067.3",""
"2009","Poland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,159.3",""
"2009","Poland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","444.6",""
"2009","Poland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","10,619.8",""
"2009","Portugal","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Portugal","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","933.6",""
"2009","Portugal","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Portugal","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Portugal","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Romania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","6,876",""
"2009","Romania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","1,505",""
"2009","Romania","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,171",""
"2009","Romania","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","975",""
"2009","Romania","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","6,876",""
"2009","Slovenia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","942.7",""
"2009","Slovenia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","165.1",""
"2009","Slovenia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","2.5",""
"2009","Slovenia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","48.5",""
"2009","Slovenia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","937.3",""
"2009","Slovakia","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","628.1",""
"2009","Slovakia","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","318.3",""
"2009","Slovakia","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","25.1",""
"2009","Slovakia","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","262.4",""
"2009","Slovakia","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","22.8",""
"2009","Finland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Finland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","408",""
"2009","Finland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Finland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,292",""
"2009","Finland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Sweden","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Sweden","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Sweden","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Sweden","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Sweden","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2009","United Kingdom","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","8,281.1",""
"2009","United Kingdom","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","5,760.6",""
"2009","United Kingdom","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres","1,053.5",""
"2009","United Kingdom","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,242.3",""
"2009","United Kingdom","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","8,281.1",""
"2009","England and Wales","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","England and Wales","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","England and Wales","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","England and Wales","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","England and Wales","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Iceland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Iceland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Iceland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Iceland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Iceland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Norway","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Norway","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","800",""
"2009","Norway","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Norway","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","1,027.2","e"
"2009","Norway","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2009","Switzerland","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Switzerland","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","967","d"
"2009","Switzerland","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Switzerland","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Switzerland","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","0",""
"2009","Former Yugoslav Republic of Macedonia, the","Total gross abstraction","Fresh surface and groundwater","Million cubic metres","1,047.1",""
"2009","Former Yugoslav Republic of Macedonia, the","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres","273.8",""
"2009","Former Yugoslav Republic of Macedonia, the","Water abstraction for agriculture","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Former Yugoslav Republic of Macedonia, the","Water abstraction for manufacturing industry","Fresh surface and groundwater","Million cubic metres","303.4",""
"2009","Former Yugoslav Republic of Macedonia, the","Water abstraction - net","Fresh surface and groundwater","Million cubic metres","1,047.1",""
"2009","Albania","Total gross abstraction","Fresh surface and groundwater","Million cubic metres",":",""
"2009","Albania","Water abstraction for public water supply","Fresh surface and groundwater","Million cubic metres",":",""
