"TIME","RBD","NACE_R2","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2003","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2004","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2004","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98",""
"2004","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2004","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Schlei-Trave - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Warnow-Peene - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2004","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2004","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2005","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.26",""
"2005","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.66",""
"2005","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.42",""
"2005","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2005","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Schlei-Trave - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Warnow-Peene - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Drava and Danube sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Sava sub-basin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Adriatic - RBD (HR)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Cyprus","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Cyprus - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Moselle - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Meuse / Maas - RBD (LU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Hungary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Balaton","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Dráva / Drau (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Tisza / Tysa (HU)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Malta","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Malta - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Maas / Meuse - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Rhine - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Schelde / Escaut - RBD (NL)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Minho and Lima - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","77",""
"2005","Cavado, Ave and Leca - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","80",""
"2005","Douro - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2005","Vouga, Mondego and Lis - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2005","Tagus and Western Basins - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2005","Sado and Mira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2005","Guadiana - RBD (PT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98",""
"2005","Algarve Basins - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2005","Azores - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2005","Madeira - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98",""
"2005","Romania","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Banat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Siret","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Prut-Barlad","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Jiu","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Olt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2005","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","82",""
"2005","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","80",""
"2005","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","87",""
"2005","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","82",""
"2005","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2005","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2006","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2006","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.29",""
"2006","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.76",""
"2006","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.44",""
"2006","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2006","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2006","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2006","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2006","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2006","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","83",""
"2006","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","87",""
"2006","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)","85",""
"2006","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2006","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2006","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2006","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2006","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
