"TIME","GEO","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2003","Alsace (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Alsace (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Alsace (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Franche-Comté (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Pays de la Loire (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Bretagne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Poitou-Charentes (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Aquitaine (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Midi-Pyrénées (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Limousin (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Rhône-Alpes (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Auvergne (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Languedoc-Roussillon (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Provence-Alpes-Côte d'Azur (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Precipitation",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Actual evapotranspiration",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Internal Flow",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Total actual outflow",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Renewable freshwater resources",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Corse (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Hrvatska","Million cubic metres","Precipitation","45,655",""
"2003","Hrvatska","Million cubic metres","Actual evapotranspiration","38,782",""
"2003","Hrvatska","Million cubic metres","Internal Flow","6,873",""
"2003","Hrvatska","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Hrvatska","Million cubic metres","Total actual outflow",":",""
"2003","Hrvatska","Million cubic metres","Renewable freshwater resources",":",""
"2003","Hrvatska","Million cubic metres","Recharge into the aquifer",":",""
"2003","Hrvatska","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Piemonte","Million cubic metres","Precipitation","17,855.46",""
"2003","Piemonte","Million cubic metres","Actual evapotranspiration","10,617.65",""
"2003","Piemonte","Million cubic metres","Internal Flow","7,237.81",""
"2003","Piemonte","Million cubic metres","Actual external inflow from neighbouring territories","9,247.59",""
"2003","Piemonte","Million cubic metres","Total actual outflow","16,485.39",""
"2003","Piemonte","Million cubic metres","Renewable freshwater resources","16,485.39",""
"2003","Piemonte","Million cubic metres","Recharge into the aquifer","2,673.84",""
"2003","Piemonte","Million cubic metres","Groundwater available for annual abstraction","2,139.07",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Precipitation","2,295.17",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Actual evapotranspiration","1,364.99",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Internal Flow","930.17",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Actual external inflow from neighbouring territories","2,058.47",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Total actual outflow","2,988.64",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Renewable freshwater resources","2,988.64",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Recharge into the aquifer","343.26",""
"2003","Valle d'Aosta/Vallée d'Aoste","Million cubic metres","Groundwater available for annual abstraction","274.61",""
"2003","Liguria","Million cubic metres","Precipitation","4,126.17",""
"2003","Liguria","Million cubic metres","Actual evapotranspiration","2,215.6",""
"2003","Liguria","Million cubic metres","Internal Flow","1,910.57",""
"2003","Liguria","Million cubic metres","Actual external inflow from neighbouring territories","1,049.79",""
"2003","Liguria","Million cubic metres","Total actual outflow","2,960.36",""
"2003","Liguria","Million cubic metres","Renewable freshwater resources","2,960.36",""
"2003","Liguria","Million cubic metres","Recharge into the aquifer","1,025.53",""
"2003","Liguria","Million cubic metres","Groundwater available for annual abstraction","820.42",""
"2003","Lombardia","Million cubic metres","Precipitation","16,689.45",""
"2003","Lombardia","Million cubic metres","Actual evapotranspiration","9,950.18",""
"2003","Lombardia","Million cubic metres","Internal Flow","6,739.27",""
"2003","Lombardia","Million cubic metres","Actual external inflow from neighbouring territories","21,588.72",""
"2003","Lombardia","Million cubic metres","Total actual outflow","28,323.65",""
"2003","Lombardia","Million cubic metres","Renewable freshwater resources","28,327.99",""
"2003","Lombardia","Million cubic metres","Recharge into the aquifer","2,590.32",""
"2003","Lombardia","Million cubic metres","Groundwater available for annual abstraction","2,072.26",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Precipitation","5,196.93",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Actual evapotranspiration","3,431.16",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Internal Flow","1,765.77",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Actual external inflow from neighbouring territories","1,337.44",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Total actual outflow","3,103.21",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Renewable freshwater resources","3,103.21",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Recharge into the aquifer","1,170.74",""
"2003","Provincia Autonoma di Bolzano/Bozen","Million cubic metres","Groundwater available for annual abstraction","936.59",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Precipitation","4,304.9",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Actual evapotranspiration","2,752.56",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Internal Flow","1,552.34",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Actual external inflow from neighbouring territories","3,139.46",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Total actual outflow","4,666.42",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Renewable freshwater resources","4,691.8",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Recharge into the aquifer","890.11",""
"2003","Provincia Autonoma di Trento","Million cubic metres","Groundwater available for annual abstraction","712.09",""
"2003","Veneto","Million cubic metres","Precipitation","13,645.54",""
"2003","Veneto","Million cubic metres","Actual evapotranspiration","8,302.74",""
"2003","Veneto","Million cubic metres","Internal Flow","5,342.8",""
"2003","Veneto","Million cubic metres","Actual external inflow from neighbouring territories","21,535.46",""
"2003","Veneto","Million cubic metres","Total actual outflow","26,740.16",""
"2003","Veneto","Million cubic metres","Renewable freshwater resources","26,878.26",""
"2003","Veneto","Million cubic metres","Recharge into the aquifer","3,503.16",""
"2003","Veneto","Million cubic metres","Groundwater available for annual abstraction","2,802.53",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Precipitation","7,448.12",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Actual evapotranspiration","4,546",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Internal Flow","2,902.12",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Actual external inflow from neighbouring territories","1,658.54",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Total actual outflow","3,810.74",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Renewable freshwater resources","4,560.66",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Recharge into the aquifer","2,067.06",""
"2003","Friuli-Venezia Giulia","Million cubic metres","Groundwater available for annual abstraction","1,653.65",""
"2003","Emilia-Romagna","Million cubic metres","Precipitation","15,195.38",""
"2003","Emilia-Romagna","Million cubic metres","Actual evapotranspiration","9,242.28",""
"2003","Emilia-Romagna","Million cubic metres","Internal Flow","5,953.1",""
"2003","Emilia-Romagna","Million cubic metres","Actual external inflow from neighbouring territories","12,873.56",""
"2003","Emilia-Romagna","Million cubic metres","Total actual outflow","18,826.66",""
"2003","Emilia-Romagna","Million cubic metres","Renewable freshwater resources","18,826.66",""
"2003","Emilia-Romagna","Million cubic metres","Recharge into the aquifer","3,062.57",""
"2003","Emilia-Romagna","Million cubic metres","Groundwater available for annual abstraction","2,450.06",""
"2003","Toscana","Million cubic metres","Precipitation","16,922.78",""
"2003","Toscana","Million cubic metres","Actual evapotranspiration","9,655.49",""
"2003","Toscana","Million cubic metres","Internal Flow","7,267.29",""
"2003","Toscana","Million cubic metres","Actual external inflow from neighbouring territories","375.77",""
"2003","Toscana","Million cubic metres","Total actual outflow","6,937.7",""
"2003","Toscana","Million cubic metres","Renewable freshwater resources","7,643.06",""
"2003","Toscana","Million cubic metres","Recharge into the aquifer","3,742.3",""
"2003","Toscana","Million cubic metres","Groundwater available for annual abstraction","2,993.84",""
"2003","Umbria","Million cubic metres","Precipitation","5,977.63",""
"2003","Umbria","Million cubic metres","Actual evapotranspiration","3,829.31",""
"2003","Umbria","Million cubic metres","Internal Flow","2,148.32",""
"2003","Umbria","Million cubic metres","Actual external inflow from neighbouring territories","413.15",""
"2003","Umbria","Million cubic metres","Total actual outflow","2,548.94",""
"2003","Umbria","Million cubic metres","Renewable freshwater resources","2,561.47",""
"2003","Umbria","Million cubic metres","Recharge into the aquifer","1,662.9",""
"2003","Umbria","Million cubic metres","Groundwater available for annual abstraction","1,330.32",""
"2003","Marche","Million cubic metres","Precipitation","6,362.34",""
"2003","Marche","Million cubic metres","Actual evapotranspiration","4,266.45",""
"2003","Marche","Million cubic metres","Internal Flow","2,095.89",""
"2003","Marche","Million cubic metres","Actual external inflow from neighbouring territories","109.89",""
"2003","Marche","Million cubic metres","Total actual outflow","2,195.95",""
"2003","Marche","Million cubic metres","Renewable freshwater resources","2,205.78",""
"2003","Marche","Million cubic metres","Recharge into the aquifer","1,373.11",""
"2003","Marche","Million cubic metres","Groundwater available for annual abstraction","1,098.49",""
"2003","Lazio","Million cubic metres","Precipitation","12,901.72",""
"2003","Lazio","Million cubic metres","Actual evapotranspiration","7,644.02",""
"2003","Lazio","Million cubic metres","Internal Flow","5,257.7",""
"2003","Lazio","Million cubic metres","Actual external inflow from neighbouring territories","2,814.22",""
"2003","Lazio","Million cubic metres","Total actual outflow","7,485.77",""
"2003","Lazio","Million cubic metres","Renewable freshwater resources","8,071.91",""
"2003","Lazio","Million cubic metres","Recharge into the aquifer","3,533.15",""
"2003","Lazio","Million cubic metres","Groundwater available for annual abstraction","2,826.52",""
"2003","Abruzzo","Million cubic metres","Precipitation","8,363.28",""
"2003","Abruzzo","Million cubic metres","Actual evapotranspiration","4,884.03",""
"2003","Abruzzo","Million cubic metres","Internal Flow","3,479.25",""
"2003","Abruzzo","Million cubic metres","Actual external inflow from neighbouring territories","501.78",""
"2003","Abruzzo","Million cubic metres","Total actual outflow","3,792.1",""
"2003","Abruzzo","Million cubic metres","Renewable freshwater resources","3,981.02",""
"2003","Abruzzo","Million cubic metres","Recharge into the aquifer","2,346.2",""
"2003","Abruzzo","Million cubic metres","Groundwater available for annual abstraction","1,876.96",""
"2003","Molise","Million cubic metres","Precipitation","3,347.14",""
"2003","Molise","Million cubic metres","Actual evapotranspiration","1,948.87",""
"2003","Molise","Million cubic metres","Internal Flow","1,398.27",""
"2003","Molise","Million cubic metres","Actual external inflow from neighbouring territories","216.47",""
"2003","Molise","Million cubic metres","Total actual outflow","1,602.58",""
"2003","Molise","Million cubic metres","Renewable freshwater resources","1,614.74",""
"2003","Molise","Million cubic metres","Recharge into the aquifer","740.7",""
"2003","Molise","Million cubic metres","Groundwater available for annual abstraction","592.56",""
"2003","Campania","Million cubic metres","Precipitation","10,310.22",""
"2003","Campania","Million cubic metres","Actual evapotranspiration","5,857.05",""
"2003","Campania","Million cubic metres","Internal Flow","4,453.17",""
"2003","Campania","Million cubic metres","Actual external inflow from neighbouring territories","1,370.44",""
"2003","Campania","Million cubic metres","Total actual outflow","5,823.61",""
"2003","Campania","Million cubic metres","Renewable freshwater resources","5,823.61",""
"2003","Campania","Million cubic metres","Recharge into the aquifer","2,884.29",""
"2003","Campania","Million cubic metres","Groundwater available for annual abstraction","2,307.43",""
"2003","Puglia","Million cubic metres","Precipitation","13,498.07",""
"2003","Puglia","Million cubic metres","Actual evapotranspiration","8,720.4",""
"2003","Puglia","Million cubic metres","Internal Flow","4,777.67",""
"2003","Puglia","Million cubic metres","Actual external inflow from neighbouring territories","752.73",""
"2003","Puglia","Million cubic metres","Total actual outflow","5,530.4",""
"2003","Puglia","Million cubic metres","Renewable freshwater resources","5,530.4",""
"2003","Puglia","Million cubic metres","Recharge into the aquifer","3,572.04",""
"2003","Puglia","Million cubic metres","Groundwater available for annual abstraction","2,857.63",""
"2003","Basilicata","Million cubic metres","Precipitation","7,109.73",""
"2003","Basilicata","Million cubic metres","Actual evapotranspiration","4,323.61",""
"2003","Basilicata","Million cubic metres","Internal Flow","2,786.13",""
"2003","Basilicata","Million cubic metres","Actual external inflow from neighbouring territories","694.07",""
"2003","Basilicata","Million cubic metres","Total actual outflow","3,435.93",""
"2003","Basilicata","Million cubic metres","Renewable freshwater resources","3,480.19",""
"2003","Basilicata","Million cubic metres","Recharge into the aquifer","1,841.04",""
"2003","Basilicata","Million cubic metres","Groundwater available for annual abstraction","1,472.83",""
"2003","Calabria","Million cubic metres","Precipitation","11,902.95",""
"2003","Calabria","Million cubic metres","Actual evapotranspiration","6,902.32",""
"2003","Calabria","Million cubic metres","Internal Flow","5,000.64",""
"2003","Calabria","Million cubic metres","Actual external inflow from neighbouring territories","107.16",""
"2003","Calabria","Million cubic metres","Total actual outflow","5,107.79",""
"2003","Calabria","Million cubic metres","Renewable freshwater resources","5,107.79",""
"2003","Calabria","Million cubic metres","Recharge into the aquifer","3,620.87",""
"2003","Calabria","Million cubic metres","Groundwater available for annual abstraction","2,896.69",""
"2003","Sicilia","Million cubic metres","Precipitation","20,495.71",""
"2003","Sicilia","Million cubic metres","Actual evapotranspiration","11,747.49",""
"2003","Sicilia","Million cubic metres","Internal Flow","8,748.22",""
"2003","Sicilia","Million cubic metres","Actual external inflow from neighbouring territories","0",""
"2003","Sicilia","Million cubic metres","Total actual outflow","8,748.22",""
"2003","Sicilia","Million cubic metres","Renewable freshwater resources","8,748.22",""
"2003","Sicilia","Million cubic metres","Recharge into the aquifer","5,658.38",""
"2003","Sicilia","Million cubic metres","Groundwater available for annual abstraction","4,526.71",""
"2003","Sardegna","Million cubic metres","Precipitation","14,237.49",""
"2003","Sardegna","Million cubic metres","Actual evapotranspiration","6,895.12",""
"2003","Sardegna","Million cubic metres","Internal Flow","7,342.37",""
"2003","Sardegna","Million cubic metres","Actual external inflow from neighbouring territories","0",""
"2003","Sardegna","Million cubic metres","Total actual outflow","7,342.37",""
"2003","Sardegna","Million cubic metres","Renewable freshwater resources","7,342.37",""
"2003","Sardegna","Million cubic metres","Recharge into the aquifer","5,437.52",""
"2003","Sardegna","Million cubic metres","Groundwater available for annual abstraction","4,350.02",""
"2003","Kypros","Million cubic metres","Precipitation","3,213.89",""
"2003","Kypros","Million cubic metres","Actual evapotranspiration","2,892.5",""
"2003","Kypros","Million cubic metres","Internal Flow","321.39",""
"2003","Kypros","Million cubic metres","Actual external inflow from neighbouring territories","0",""
"2003","Kypros","Million cubic metres","Total actual outflow","70",""
"2003","Kypros","Million cubic metres","Renewable freshwater resources","321.39",""
"2003","Kypros","Million cubic metres","Recharge into the aquifer","188.39",""
"2003","Kypros","Million cubic metres","Groundwater available for annual abstraction","118.39",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Precipitation","40,104",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Actual evapotranspiration","30,123",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Internal Flow","9,981",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Actual external inflow from neighbouring territories","6,822",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Total actual outflow","16,803",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Renewable freshwater resources","16,803",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Recharge into the aquifer",":",""
"2003","Lietuva (NUTS 2013)","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Luxembourg","Million cubic metres","Precipitation",":",""
"2003","Luxembourg","Million cubic metres","Actual evapotranspiration",":",""
"2003","Luxembourg","Million cubic metres","Internal Flow",":",""
"2003","Luxembourg","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2003","Luxembourg","Million cubic metres","Total actual outflow",":",""
"2003","Luxembourg","Million cubic metres","Renewable freshwater resources",":",""
"2003","Luxembourg","Million cubic metres","Recharge into the aquifer",":",""
"2003","Luxembourg","Million cubic metres","Groundwater available for annual abstraction",":",""
"2003","Malta","Million cubic metres","Precipitation","286.84",""
"2003","Malta","Million cubic metres","Actual evapotranspiration","138.03",""
"2003","Malta","Million cubic metres","Internal Flow","148.81",""
"2003","Malta","Million cubic metres","Actual external inflow from neighbouring territories","0",""
"2003","Malta","Million cubic metres","Total actual outflow","102.28",""
"2003","Malta","Million cubic metres","Renewable freshwater resources","148.81",""
"2003","Malta","Million cubic metres","Recharge into the aquifer","57.55",""
"2003","Malta","Million cubic metres","Groundwater available for annual abstraction","57.55",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Precipitation","148.53",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Actual evapotranspiration","85.56",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Internal Flow","62.97",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Total actual outflow",":",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Renewable freshwater resources",":",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Recharge into the aquifer",":",""
"2004","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million cubic metres","Groundwater available for annual abstraction",":",""
"2004","Prov. Brabant Wallon","Million cubic metres","Precipitation","929.16",""
"2004","Prov. Brabant Wallon","Million cubic metres","Actual evapotranspiration","659.79",""
"2004","Prov. Brabant Wallon","Million cubic metres","Internal Flow","269.37",""
"2004","Prov. Brabant Wallon","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2004","Prov. Brabant Wallon","Million cubic metres","Total actual outflow",":",""
"2004","Prov. Brabant Wallon","Million cubic metres","Renewable freshwater resources",":",""
"2004","Prov. Brabant Wallon","Million cubic metres","Recharge into the aquifer",":",""
"2004","Prov. Brabant Wallon","Million cubic metres","Groundwater available for annual abstraction",":",""
"2004","Prov. Hainaut","Million cubic metres","Precipitation","3,055.05",""
"2004","Prov. Hainaut","Million cubic metres","Actual evapotranspiration","2,188.13",""
"2004","Prov. Hainaut","Million cubic metres","Internal Flow","866.92",""
"2004","Prov. Hainaut","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2004","Prov. Hainaut","Million cubic metres","Total actual outflow",":",""
"2004","Prov. Hainaut","Million cubic metres","Renewable freshwater resources",":",""
"2004","Prov. Hainaut","Million cubic metres","Recharge into the aquifer",":",""
"2004","Prov. Hainaut","Million cubic metres","Groundwater available for annual abstraction",":",""
"2004","Prov. Liège","Million cubic metres","Precipitation","3,962.73",""
"2004","Prov. Liège","Million cubic metres","Actual evapotranspiration","2,325.11",""
"2004","Prov. Liège","Million cubic metres","Internal Flow","1,637.62",""
"2004","Prov. Liège","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2004","Prov. Liège","Million cubic metres","Total actual outflow",":",""
"2004","Prov. Liège","Million cubic metres","Renewable freshwater resources",":",""
"2004","Prov. Liège","Million cubic metres","Recharge into the aquifer",":",""
"2004","Prov. Liège","Million cubic metres","Groundwater available for annual abstraction",":",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Precipitation","4,968.05",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Actual evapotranspiration","2,632.76",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Internal Flow","2,335.3",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Actual external inflow from neighbouring territories",":",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Total actual outflow",":",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Renewable freshwater resources",":",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Recharge into the aquifer",":",""
"2004","Prov. Luxembourg (BE)","Million cubic metres","Groundwater available for annual abstraction",":",""
