"TIME","GEO","WW_GTD","SUBSTANCE","UNIT","Value","Flag and Footnotes"
"2010","Salzburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Tirol","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Vorarlberg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Poland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","339.74",""
"2010","Lódzkie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","4.02",""
"2010","Mazowieckie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Malopolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","19.22",""
"2010","Slaskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","168.15",""
"2010","Lubelskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","5.54",""
"2010","Podkarpackie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Swietokrzyskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.84",""
"2010","Podlaskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Wielkopolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","83.93",""
"2010","Zachodniopomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Lubuskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Dolnoslaskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","39.56",""
"2010","Opolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","16.47",""
"2010","Kujawsko-Pomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Warminsko-Mazurskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Pomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.01",""
"2010","Portugal","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Norte","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Algarve","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Centro (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Área Metropolitana de Lisboa","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Alentejo","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Região Autónoma dos Açores (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Região Autónoma da Madeira (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Romania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Nord-Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Centru","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Nord-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sud-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sud - Muntenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Bucuresti - Ilfov","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sud-Vest Oltenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Slovenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.17",""
"2010","Vzhodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.13",""
"2010","Zahodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.04",""
"2010","Sweden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","26",""
"2010","Stockholm","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Östra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2",""
"2010","Småland med öarna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Sydsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Västsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1",""
"2010","Norra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","3",""
"2010","Mellersta Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2010","Övre Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","20",""
"2010","Iceland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Former Yugoslav Republic of Macedonia, the","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","421.8",""
"2010","Serbia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","9.5",""
"2010","Istanbul","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Tekirdag, Edirne, Kirklareli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Balikesir, Çanakkale","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Izmir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Aydin, Denizli, Mugla","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Manisa, Afyonkarahisar, Kütahya, Usak","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Bursa, Eskisehir, Bilecik","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Ankara","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Konya, Karaman","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Antalya, Isparta, Burdur","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Adana, Mersin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Hatay, Kahramanmaras, Osmaniye","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kayseri, Sivas, Yozgat","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Zonguldak, Karabük, Bartin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Kastamonu, Çankiri, Sinop","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Samsun, Tokat, Çorum, Amasya","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Erzurum, Erzincan, Bayburt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Agri, Kars, Igdir, Ardahan","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Malatya, Elazig, Bingöl, Tunceli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Van, Mus, Bitlis, Hakkari","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Gaziantep, Adiyaman, Kilis","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Sanliurfa, Diyarbakir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2010","Mardin, Batman, Sirnak, Siirt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Bulgaria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","12.48",""
"2011","Severozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.44",""
"2011","Severen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.16",""
"2011","Severoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.69",""
"2011","Yugoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.63",""
"2011","Yugozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","6.72",""
"2011","Yuzhen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","3.84",""
"2011","Czech Republic","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Praha","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Strední Cechy","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Jihozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Severozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Severovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Jihovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Strední Morava","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Moravskoslezsko","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Germany (until 1990 former territory of the FRG)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Stuttgart","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Karlsruhe","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Freiburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Tübingen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Oberbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Niederbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Oberpfalz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Oberfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Mittelfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Unterfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Schwaben","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Berlin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Brandenburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Bremen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Hamburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Darmstadt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Gießen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kassel","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Mecklenburg-Vorpommern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Braunschweig","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Hannover","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Lüneburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Weser-Ems","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Düsseldorf","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Köln","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Münster","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Detmold","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Arnsberg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Koblenz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Trier","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Rheinhessen-Pfalz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Saarland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Dresden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Chemnitz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Leipzig","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sachsen-Anhalt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Schleswig-Holstein","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Thüringen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Estonia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","245.3",""
"2011","Eesti","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kentriki Makedonia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Dytiki Makedonia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Thessalia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Ipeiros (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Ionia Nisia (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Dytiki Ellada (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sterea Ellada (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Peloponnisos (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Attiki","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Voreio Aigaio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Notio Aigaio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kriti","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Croatia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.72",""
"2011","Jadranska Hrvatska","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","1.08",""
"2011","Kontinentalna Hrvatska","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.65",""
"2011","Italy","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Piemonte","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Valle d'Aosta/Vallée d'Aoste","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Liguria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Lombardia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Provincia Autonoma di Bolzano/Bozen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Provincia Autonoma di Trento","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Veneto","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Friuli-Venezia Giulia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Emilia-Romagna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Toscana","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Umbria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Marche","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Lazio","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Abruzzo","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Molise","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Campania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Puglia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Basilicata","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Calabria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sicilia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sardegna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Cyprus","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kypros","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Latvia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","16.7",""
"2011","Latvija","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Lithuania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Lietuva (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Malta","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Austria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Burgenland (AT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Niederösterreich","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Wien","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kärnten","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Steiermark","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Oberösterreich","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Salzburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Tirol","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Vorarlberg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Poland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","342.95",""
"2011","Lódzkie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","2.62",""
"2011","Mazowieckie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.03",""
"2011","Malopolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","16.14",""
"2011","Slaskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","160.5",""
"2011","Lubelskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","5.47",""
"2011","Podkarpackie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Swietokrzyskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","5.5",""
"2011","Podlaskie (NUTS 2013)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Wielkopolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","107.04",""
"2011","Zachodniopomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Lubuskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Dolnoslaskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","31.64",""
"2011","Opolskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","14.01",""
"2011","Kujawsko-Pomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Warminsko-Mazurskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Pomorskie","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2011","Portugal","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Norte","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Algarve","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Centro (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Área Metropolitana de Lisboa","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Alentejo","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Região Autónoma dos Açores (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Região Autónoma da Madeira (PT)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Romania","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Nord-Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Centru","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Nord-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sud-Est","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sud - Muntenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Bucuresti - Ilfov","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sud-Vest Oltenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Vest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Slovenia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.12",""
"2011","Vzhodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.09",""
"2011","Zahodna Slovenija (NUTS 2010)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.03",""
"2011","Sweden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Stockholm","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Östra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Småland med öarna","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sydsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Västsverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Norra Mellansverige","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Mellersta Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Övre Norrland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Iceland","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Former Yugoslav Republic of Macedonia, the","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","260.9",""
"2011","Serbia","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","10.3",""
"2011","Istanbul","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Tekirdag, Edirne, Kirklareli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Balikesir, Çanakkale","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Izmir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Aydin, Denizli, Mugla","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Manisa, Afyonkarahisar, Kütahya, Usak","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Bursa, Eskisehir, Bilecik","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Ankara","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Konya, Karaman","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Antalya, Isparta, Burdur","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Adana, Mersin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Hatay, Kahramanmaras, Osmaniye","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kayseri, Sivas, Yozgat","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Zonguldak, Karabük, Bartin","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Kastamonu, Çankiri, Sinop","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Samsun, Tokat, Çorum, Amasya","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Erzurum, Erzincan, Bayburt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Agri, Kars, Igdir, Ardahan","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Malatya, Elazig, Bingöl, Tunceli","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Van, Mus, Bitlis, Hakkari","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Gaziantep, Adiyaman, Kilis","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Sanliurfa, Diyarbakir","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2011","Mardin, Batman, Sirnak, Siirt","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0",""
"2012","Bulgaria","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","11.44",""
"2012","Severozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.34",""
"2012","Severen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.36",""
"2012","Severoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.2",""
"2012","Yugoiztochen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","0.89",""
"2012","Yugozapaden","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","6",""
"2012","Yuzhen tsentralen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres","3.65",""
"2012","Czech Republic","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Praha","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Strední Cechy","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Jihozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Severozápad","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Severovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Jihovýchod","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Strední Morava","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Moravskoslezsko","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Germany (until 1990 former territory of the FRG)","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Stuttgart","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Karlsruhe","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Freiburg","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Tübingen","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Oberbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Niederbayern","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Oberpfalz","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
"2012","Oberfranken","Generation of wastewater - mining and quarrying","Volume","Million cubic metres",":",""
