"TIME","GEO","WW_TPAR","UNIT","WW_TP","Value","Flag and Footnotes"
"2010","Southern and Eastern (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Italy","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Piemonte","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Valle d'Aosta/Vallée d'Aoste","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Liguria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Lombardia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Provincia Autonoma di Bolzano/Bozen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Provincia Autonoma di Trento","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Veneto","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Friuli-Venezia Giulia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Emilia-Romagna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Toscana","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Umbria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Marche","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Lazio","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Abruzzo","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Molise","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Campania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Puglia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Basilicata","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Calabria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sicilia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sardegna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Cyprus","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Kypros","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Latvia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Latvija","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Lithuania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Luxembourg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Hungary","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","1.43",""
"2010","Közép-Magyarország (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.27",""
"2010","Közép-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.37",""
"2010","Nyugat-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Dél-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.02",""
"2010","Észak-Magyarország","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.21",""
"2010","Észak-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.52",""
"2010","Dél-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2010","Malta","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","9.84",""
"2010","Netherlands","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Groningen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Friesland (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Drenthe","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Overijssel","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Gelderland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Flevoland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Utrecht","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Noord-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Zuid-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Zeeland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Noord-Brabant","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Limburg (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Austria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Burgenland (AT)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Niederösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Wien","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Kärnten","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Steiermark","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Oberösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Salzburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Tirol","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Vorarlberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Poland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Lódzkie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Mazowieckie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Malopolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.19",""
"2010","Slaskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.84",""
"2010","Lubelskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.19",""
"2010","Podkarpackie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.05",""
"2010","Swietokrzyskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Podlaskie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.1",""
"2010","Wielkopolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.65",""
"2010","Zachodniopomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.5",""
"2010","Lubuskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.03",""
"2010","Dolnoslaskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Opolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.12",""
"2010","Kujawsko-Pomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.26",""
"2010","Warminsko-Mazurskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Pomorskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.06",""
"2010","Romania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Nord-Vest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Centru","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Nord-Est","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sud-Est","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sud - Muntenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Bucuresti - Ilfov","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sud-Vest Oltenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Vest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Slovenia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.9",""
"2010","Vzhodna Slovenija (NUTS 2010)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2010","Zahodna Slovenija (NUTS 2010)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.9",""
"2010","Slovakia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Bratislavský kraj","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Západné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Stredné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Východné Slovensko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Norway","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Oslo og Akershus","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Hedmark og Oppland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Sør-Østlandet","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Agder og Rogaland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Vestlandet","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Trøndelag","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Nord-Norge","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2010","Serbia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Prov. Brabant Wallon","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Prov. Hainaut","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Prov. Liège","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Prov. Luxembourg (BE)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Prov. Namur","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Bulgaria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","18.26",""
"2011","Severozapaden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Severen tsentralen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.92",""
"2011","Severoiztochen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","14.77",""
"2011","Yugoiztochen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Yugozapaden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.57",""
"2011","Yuzhen tsentralen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Czech Republic","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","3.31",""
"2011","Praha","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Strední Cechy","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.04",""
"2011","Jihozápad","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.15",""
"2011","Severozápad","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.15",""
"2011","Severovýchod","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","1.97",""
"2011","Jihovýchod","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.18",""
"2011","Strední Morava","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.02",""
"2011","Moravskoslezsko","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.8",""
"2011","Germany (until 1990 former territory of the FRG)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Stuttgart","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Karlsruhe","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Freiburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Tübingen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Oberbayern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Niederbayern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Oberpfalz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Oberfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Mittelfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Unterfranken","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Schwaben","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Berlin","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Brandenburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Bremen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Hamburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Darmstadt","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Gießen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Kassel","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Mecklenburg-Vorpommern","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Braunschweig","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Hannover","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Lüneburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Weser-Ems","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Düsseldorf","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Köln","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Münster","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Detmold","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Arnsberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Koblenz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Trier","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Rheinhessen-Pfalz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Saarland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Dresden","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Chemnitz","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Leipzig","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Sachsen-Anhalt","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Schleswig-Holstein","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Thüringen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Estonia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Ireland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","4.38",""
"2011","Border, Midland and Western (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","1.92",""
"2011","Southern and Eastern (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.46",""
"2011","Italy","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Piemonte","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Valle d'Aosta/Vallée d'Aoste","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Liguria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Lombardia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Provincia Autonoma di Bolzano/Bozen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Provincia Autonoma di Trento","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Veneto","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Friuli-Venezia Giulia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Emilia-Romagna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Toscana","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Umbria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Marche","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Lazio","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Abruzzo","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Molise","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Campania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Puglia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Basilicata","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Calabria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Sicilia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Sardegna","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Cyprus","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Kypros","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Latvia","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Latvija","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Lithuania","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Luxembourg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Hungary","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Közép-Magyarország (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Közép-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Nyugat-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Dél-Dunántúl","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Észak-Magyarország","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Észak-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Dél-Alföld","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Malta","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","2.64",""
"2011","Netherlands","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Groningen","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Friesland (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Drenthe","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Overijssel","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Gelderland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Flevoland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Utrecht","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Noord-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Zuid-Holland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Zeeland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Noord-Brabant","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Limburg (NL)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0",""
"2011","Austria","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Burgenland (AT)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Niederösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Wien","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Kärnten","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Steiermark","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Oberösterreich","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Salzburg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Tirol","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Vorarlberg","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Poland","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Lódzkie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Mazowieckie (NUTS 2013)","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Malopolskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment",":",""
"2011","Slaskie","Design capacity BOD5","Tonnes of O2 per day","Urban and other wastewater treatment plants - primary treatment","0.78",""
