TIME,RBD,UNIT,WW_TP,Value,Flag and Footnotes
2003,Somes-Tisa (RO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Somes-Tisa (RO),Percentage,Independent wastewater treatment - total,:,
2003,Somes-Tisa (RO),Percentage,Resident population,:,
2003,Slovenia,Thousand,Urban wastewater collecting system,:,
2003,Slovenia,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Slovenia,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Slovenia,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Slovenia,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Slovenia,Thousand,Independent wastewater treatment - total,:,
2003,Slovenia,Thousand,Resident population,:,
2003,Slovenia,Percentage,Urban wastewater collecting system,128.7,
2003,Slovenia,Percentage,Urban and other wastewater treatment plants - primary treatment,24.8,
2003,Slovenia,Percentage,Urban and other wastewater treatment plants - secondary treatment,31.6,
2003,Slovenia,Percentage,Urban and other wastewater treatment plants - tertiary treatment,1.1,
2003,Slovenia,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,71.2,
2003,Slovenia,Percentage,Independent wastewater treatment - total,67.3,
2003,Slovenia,Percentage,Resident population,:,
2003,Danube - RBD (SI),Thousand,Urban wastewater collecting system,:,
2003,Danube - RBD (SI),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Danube - RBD (SI),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Danube - RBD (SI),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Danube - RBD (SI),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Danube - RBD (SI),Thousand,Independent wastewater treatment - total,:,
2003,Danube - RBD (SI),Thousand,Resident population,:,
2003,Danube - RBD (SI),Percentage,Urban wastewater collecting system,62.1,
2003,Danube - RBD (SI),Percentage,Urban and other wastewater treatment plants - primary treatment,4.2,
2003,Danube - RBD (SI),Percentage,Urban and other wastewater treatment plants - secondary treatment,19.9,
2003,Danube - RBD (SI),Percentage,Urban and other wastewater treatment plants - tertiary treatment,1.1,
2003,Danube - RBD (SI),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,36.9,
2003,Danube - RBD (SI),Percentage,Independent wastewater treatment - total,35.7,
2003,Danube - RBD (SI),Percentage,Resident population,:,
2003,North Adriatic - RBD,Thousand,Urban wastewater collecting system,:,
2003,North Adriatic - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,North Adriatic - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,North Adriatic - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,North Adriatic - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,North Adriatic - RBD,Thousand,Independent wastewater treatment - total,:,
2003,North Adriatic - RBD,Thousand,Resident population,:,
2003,North Adriatic - RBD,Percentage,Urban wastewater collecting system,66.6,
2003,North Adriatic - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,20.6,
2003,North Adriatic - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,11.7,
2003,North Adriatic - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,0,
2003,North Adriatic - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,34.3,
2003,North Adriatic - RBD,Percentage,Independent wastewater treatment - total,31.6,
2003,North Adriatic - RBD,Percentage,Resident population,:,
2003,Bothnian Bay - RBD (SE),Thousand,Urban wastewater collecting system,:,
2003,Bothnian Bay - RBD (SE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Bay - RBD (SE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Bay - RBD (SE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Bay - RBD (SE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Bay - RBD (SE),Thousand,Independent wastewater treatment - total,:,
2003,Bothnian Bay - RBD (SE),Thousand,Resident population,:,
2003,Bothnian Bay - RBD (SE),Percentage,Urban wastewater collecting system,:,
2003,Bothnian Bay - RBD (SE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Bay - RBD (SE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Bay - RBD (SE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Bay - RBD (SE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Bay - RBD (SE),Percentage,Independent wastewater treatment - total,:,
2003,Bothnian Bay - RBD (SE),Percentage,Resident population,:,
2003,Bothnian Sea - RBD (SE),Thousand,Urban wastewater collecting system,:,
2003,Bothnian Sea - RBD (SE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Sea - RBD (SE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Sea - RBD (SE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Sea - RBD (SE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Sea - RBD (SE),Thousand,Independent wastewater treatment - total,:,
2003,Bothnian Sea - RBD (SE),Thousand,Resident population,:,
2003,Bothnian Sea - RBD (SE),Percentage,Urban wastewater collecting system,:,
2003,Bothnian Sea - RBD (SE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Sea - RBD (SE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Sea - RBD (SE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Sea - RBD (SE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Sea - RBD (SE),Percentage,Independent wastewater treatment - total,:,
2003,Bothnian Sea - RBD (SE),Percentage,Resident population,:,
2003,North Baltic Sea - RBD,Thousand,Urban wastewater collecting system,:,
2003,North Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,North Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,North Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,North Baltic Sea - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,North Baltic Sea - RBD,Thousand,Independent wastewater treatment - total,:,
2003,North Baltic Sea - RBD,Thousand,Resident population,:,
2003,North Baltic Sea - RBD,Percentage,Urban wastewater collecting system,:,
2003,North Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,North Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,North Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,North Baltic Sea - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,North Baltic Sea - RBD,Percentage,Independent wastewater treatment - total,:,
2003,North Baltic Sea - RBD,Percentage,Resident population,:,
2003,South Baltic Sea - RBD,Thousand,Urban wastewater collecting system,:,
2003,South Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,South Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,South Baltic Sea - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,South Baltic Sea - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,South Baltic Sea - RBD,Thousand,Independent wastewater treatment - total,:,
2003,South Baltic Sea - RBD,Thousand,Resident population,:,
2003,South Baltic Sea - RBD,Percentage,Urban wastewater collecting system,:,
2003,South Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,South Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,South Baltic Sea - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,South Baltic Sea - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,South Baltic Sea - RBD,Percentage,Independent wastewater treatment - total,:,
2003,South Baltic Sea - RBD,Percentage,Resident population,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Urban wastewater collecting system,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Independent wastewater treatment - total,:,
2003,Skagerrak and Kattegat - RBD (SE),Thousand,Resident population,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Urban wastewater collecting system,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Independent wastewater treatment - total,:,
2003,Skagerrak and Kattegat - RBD (SE),Percentage,Resident population,:,
2003,Iceland,Thousand,Urban wastewater collecting system,:,
2003,Iceland,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Iceland,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Iceland,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Iceland,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Iceland,Thousand,Independent wastewater treatment - total,:,
2003,Iceland,Thousand,Resident population,:,
2003,Iceland,Percentage,Urban wastewater collecting system,:,
2003,Iceland,Percentage,Urban and other wastewater treatment plants - primary treatment,49,
2003,Iceland,Percentage,Urban and other wastewater treatment plants - secondary treatment,1,
2003,Iceland,Percentage,Urban and other wastewater treatment plants - tertiary treatment,0,
2003,Iceland,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,39,
2003,Iceland,Percentage,Independent wastewater treatment - total,:,
2003,Iceland,Percentage,Resident population,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Urban wastewater collecting system,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Independent wastewater treatment - total,:,
2003,"Glomma, M�re and Romsdal - RBD",Thousand,Resident population,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Urban wastewater collecting system,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Independent wastewater treatment - total,:,
2003,"Glomma, M�re and Romsdal - RBD",Percentage,Resident population,:,
2003,Troendelag - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Troendelag - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Troendelag - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Troendelag - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Troendelag - RBD (NO),Thousand,Resident population,:,
2003,Troendelag - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Troendelag - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Troendelag - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Troendelag - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Troendelag - RBD (NO),Percentage,Resident population,:,
2003,Nordland - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Nordland - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Nordland - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Nordland - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Nordland - RBD (NO),Thousand,Resident population,:,
2003,Nordland - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Nordland - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Nordland - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Nordland - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Nordland - RBD (NO),Percentage,Resident population,:,
2003,Troms - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Troms - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Troms - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Troms - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Troms - RBD (NO),Thousand,Resident population,:,
2003,Troms - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Troms - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Troms - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Troms - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Troms - RBD (NO),Percentage,Resident population,:,
2003,Finnmark - RBD,Thousand,Urban wastewater collecting system,:,
2003,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Finnmark - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Finnmark - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Finnmark - RBD,Thousand,Independent wastewater treatment - total,:,
2003,Finnmark - RBD,Thousand,Resident population,:,
2003,Finnmark - RBD,Percentage,Urban wastewater collecting system,:,
2003,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Finnmark - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Finnmark - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Finnmark - RBD,Percentage,Independent wastewater treatment - total,:,
2003,Finnmark - RBD,Percentage,Resident population,:,
2003,Glomma - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Glomma - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Glomma - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Glomma - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Glomma - RBD (NO),Thousand,Resident population,:,
2003,Glomma - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Glomma - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Glomma - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Glomma - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Glomma - RBD (NO),Percentage,Resident population,:,
2003,West Bay - RBD,Thousand,Urban wastewater collecting system,:,
2003,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,West Bay - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,West Bay - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,West Bay - RBD,Thousand,Independent wastewater treatment - total,:,
2003,West Bay - RBD,Thousand,Resident population,:,
2003,West Bay - RBD,Percentage,Urban wastewater collecting system,:,
2003,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,West Bay - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,West Bay - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,West Bay - RBD,Percentage,Independent wastewater treatment - total,:,
2003,West Bay - RBD,Percentage,Resident population,:,
2003,Agder - RBD,Thousand,Urban wastewater collecting system,:,
2003,Agder - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Agder - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Agder - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Agder - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Agder - RBD,Thousand,Independent wastewater treatment - total,:,
2003,Agder - RBD,Thousand,Resident population,:,
2003,Agder - RBD,Percentage,Urban wastewater collecting system,:,
2003,Agder - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Agder - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Agder - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Agder - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Agder - RBD,Percentage,Independent wastewater treatment - total,:,
2003,Agder - RBD,Percentage,Resident population,:,
2003,Rogaland - RBD,Thousand,Urban wastewater collecting system,:,
2003,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Rogaland - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Rogaland - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Rogaland - RBD,Thousand,Independent wastewater treatment - total,:,
2003,Rogaland - RBD,Thousand,Resident population,:,
2003,Rogaland - RBD,Percentage,Urban wastewater collecting system,:,
2003,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Rogaland - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Rogaland - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Rogaland - RBD,Percentage,Independent wastewater treatment - total,:,
2003,Rogaland - RBD,Percentage,Resident population,:,
2003,Hordaland - RBD,Thousand,Urban wastewater collecting system,:,
2003,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Hordaland - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Hordaland - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Hordaland - RBD,Thousand,Independent wastewater treatment - total,:,
2003,Hordaland - RBD,Thousand,Resident population,:,
2003,Hordaland - RBD,Percentage,Urban wastewater collecting system,:,
2003,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Hordaland - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Hordaland - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Hordaland - RBD,Percentage,Independent wastewater treatment - total,:,
2003,Hordaland - RBD,Percentage,Resident population,:,
2003,Sogn and Fjordane - RBD,Thousand,Urban wastewater collecting system,:,
2003,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Sogn and Fjordane - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Sogn and Fjordane - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Sogn and Fjordane - RBD,Thousand,Independent wastewater treatment - total,:,
2003,Sogn and Fjordane - RBD,Thousand,Resident population,:,
2003,Sogn and Fjordane - RBD,Percentage,Urban wastewater collecting system,:,
2003,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Sogn and Fjordane - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Sogn and Fjordane - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Sogn and Fjordane - RBD,Percentage,Independent wastewater treatment - total,:,
2003,Sogn and Fjordane - RBD,Percentage,Resident population,:,
2003,Bothnian Sea - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Sea - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Sea - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Sea - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Bothnian Sea - RBD (NO),Thousand,Resident population,:,
2003,Bothnian Sea - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Bothnian Sea - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Bothnian Sea - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Bothnian Sea - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Bothnian Sea - RBD (NO),Percentage,Resident population,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Urban wastewater collecting system,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Independent wastewater treatment - total,:,
2003,Skagerrak and Kattegat - RBD (NO),Thousand,Resident population,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Urban wastewater collecting system,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Independent wastewater treatment - total,:,
2003,Skagerrak and Kattegat - RBD (NO),Percentage,Resident population,:,
2003,Switzerland,Thousand,Urban wastewater collecting system,:,
2003,Switzerland,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Switzerland,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Switzerland,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Switzerland,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Switzerland,Thousand,Independent wastewater treatment - total,:,
2003,Switzerland,Thousand,Resident population,:,
2003,Switzerland,Percentage,Urban wastewater collecting system,:,
2003,Switzerland,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Switzerland,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Switzerland,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Switzerland,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Switzerland,Percentage,Independent wastewater treatment - total,:,
2003,Switzerland,Percentage,Resident population,:,
2003,Rhine - RBD (CH),Thousand,Urban wastewater collecting system,:,
2003,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Rhine - RBD (CH),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Rhine - RBD (CH),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Rhine - RBD (CH),Thousand,Independent wastewater treatment - total,:,
2003,Rhine - RBD (CH),Thousand,Resident population,:,
2003,Rhine - RBD (CH),Percentage,Urban wastewater collecting system,:,
2003,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2003,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2003,Rhine - RBD (CH),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2003,Rhine - RBD (CH),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2003,Rhine - RBD (CH),Percentage,Independent wastewater treatment - total,:,
2003,Rhine - RBD (CH),Percentage,Resident population,:,
2003,Rh�ne - RBD (CH),Thousand,Urban wastewater collecting system,:,
2003,Rh�ne - RBD (CH),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2003,Rh�ne - RBD (CH),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
